voltage,current,power,pf,z
224.1,1.1,204.1,0.83,203.7
224.1,1.1,204.1,0.83,203.7
224.1,1.099,203.9,0.83,203.9
224.1,1.099,203.9,0.83,203.9
224.1,1.099,203.8,0.83,203.9
224.1,1.099,203.8,0.83,203.9
224.1,1.099,203.9,0.83,203.9
224.1,1.099,203.9,0.83,203.9
224.1,1.099,203.9,0.83,203.9
224.1,1.099,203.9,0.83,203.9
224.1,1.099,203.9,0.83,203.9
224.1,1.099,203.9,0.83,203.9
224.1,1.099,203.9,0.83,203.9
224.1,1.099,203.9,0.83,203.9
224,1.099,203.7,0.83,203.8
224,1.099,203.7,0.83,203.8
224.1,1.099,204,0.83,203.9
224.1,1.099,204,0.83,203.9
223.9,1.098,203.6,0.83,203.9
223.9,1.098,203.6,0.83,203.9
224.1,1.099,203.8,0.83,203.9
224.1,1.099,203.8,0.83,203.9
224,1.099,203.7,0.83,203.8
224,1.099,203.7,0.83,203.8
223.9,1.098,203.6,0.83,203.9
223.9,1.098,203.6,0.83,203.9
223.9,1.098,203.6,0.83,203.9
224,1.098,203.7,0.83,204.0
223.9,1.098,203.6,0.83,203.9
223.9,1.098,203.6,0.83,203.9
223.9,1.099,203.7,0.83,203.7
223.9,1.099,203.7,0.83,203.7
223.9,1.099,203.7,0.83,203.7
223.9,1.099,203.7,0.83,203.7
223.9,1.099,203.7,0.83,203.7
223.9,1.099,203.6,0.83,203.7
223.9,1.099,203.6,0.83,203.7
223.9,1.099,203.7,0.83,203.7
223.9,1.099,203.7,0.83,203.7
224,1.099,203.8,0.83,203.8
224,1.099,203.8,0.83,203.8
223.9,1.098,203.6,0.83,203.9
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.6,1.094,202.9,0.83,204.4
223.6,1.094,202.9,0.83,204.4
223.6,1.094,202.8,0.83,204.4
223.6,1.094,202.8,0.83,204.4
223.4,1.092,202.6,0.83,204.6
223.4,1.092,202.6,0.83,204.6
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.5,0.83,204.5
223.5,1.093,202.5,0.83,204.5
223.5,1.094,202.8,0.83,204.3
223.5,1.094,202.8,0.83,204.3
223.4,1.093,202.7,0.83,204.4
223.4,1.093,202.7,0.83,204.4
223.4,1.091,202.4,0.83,204.8
223.4,1.091,202.4,0.83,204.8
223.1,1.088,201.7,0.83,205.1
223.1,1.088,201.7,0.83,205.1
223,1.088,201.6,0.83,205.0
223,1.088,201.6,0.83,205.0
223.3,1.091,202.2,0.83,204.7
223.3,1.091,202.2,0.83,204.7
223.4,1.092,202.4,0.83,204.6
223.4,1.092,202.4,0.83,204.6
223.4,1.091,202.3,0.83,204.8
223.4,1.091,202.3,0.83,204.8
223.4,1.091,202.3,0.83,204.8
223.4,1.091,202.3,0.83,204.8
223.4,1.092,202.5,0.83,204.6
223.4,1.092,202.5,0.83,204.6
223.4,1.093,202.6,0.83,204.4
223.4,1.093,202.6,0.83,204.4
223.5,1.093,202.6,0.83,204.5
223.5,1.093,202.6,0.83,204.5
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.2,1.089,201.9,0.83,205.0
223.2,1.089,201.9,0.83,205.0
223.1,1.089,201.9,0.83,204.9
223.1,1.089,201.9,0.83,204.9
223.1,1.089,201.7,0.83,204.9
223.1,1.089,201.7,0.83,204.9
223.1,1.089,201.8,0.83,204.9
223.1,1.089,201.8,0.83,204.9
223.1,1.087,201.6,0.83,205.2
223,1.087,201.6,0.83,205.2
223,1.087,201.6,0.83,205.2
223,1.087,201.6,0.83,205.2
223,1.087,201.6,0.83,205.2
223,1.087,201.5,0.83,205.2
223,1.087,201.5,0.83,205.2
223,1.087,201.5,0.83,205.2
223,1.088,201.6,0.83,205.0
223,1.088,201.6,0.83,205.0
223,1.088,201.6,0.83,205.0
222.9,1.087,201.5,0.83,205.1
222.9,1.087,201.5,0.83,205.1
222.9,1.087,201.6,0.83,205.1
222.9,1.087,201.6,0.83,205.1
222.9,1.086,201.4,0.83,205.2
222.9,1.086,201.4,0.83,205.2
222.9,1.086,201.4,0.83,205.2
222.9,1.086,201.4,0.83,205.2
222.8,1.085,201.1,0.83,205.3
222.8,1.085,201.1,0.83,205.3
223,1.088,201.6,0.83,205.0
223,1.088,201.6,0.83,205.0
223,1.088,201.7,0.83,205.0
223,1.088,201.7,0.83,205.0
223.1,1.088,201.8,0.83,205.1
223.1,1.088,201.8,0.83,205.1
223.1,1.089,201.8,0.83,204.9
