voltage,current,power,pf,z
225.8,1.066,166.8,0.69,211.8
225.8,1.066,166.8,0.69,211.8
225.8,1.066,166.6,0.69,211.8
225.8,1.066,166.6,0.69,211.8
225.8,1.066,166.6,0.69,211.8
225.8,1.066,166.8,0.69,211.8
225.7,1.066,166.7,0.69,211.7
225.7,1.066,166.7,0.69,211.7
225.7,1.066,166.6,0.69,211.7
225.7,1.066,166.6,0.69,211.7
225.7,1.065,166.6,0.69,211.9
225.7,1.065,166.6,0.69,211.9
225.7,1.065,166.6,0.69,211.9
225.6,1.065,166.5,0.69,211.8
225.6,1.065,166.5,0.69,211.8
225.6,1.065,166.5,0.69,211.8
225.6,1.065,166.5,0.69,211.8
225.7,1.065,166.7,0.69,211.9
225.7,1.065,166.7,0.69,211.9
225.7,1.066,166.8,0.69,211.7
225.7,1.066,166.8,0.69,211.7
225.8,1.067,166.8,0.69,211.6
225.8,1.067,166.8,0.69,211.6
225.7,1.067,166.9,0.69,211.5
225.7,1.067,166.9,0.69,211.5
225.8,1.067,167,0.69,211.6
225.8,1.067,167,0.69,211.6
225.8,1.067,167,0.69,211.6
225.8,1.067,167,0.69,211.6
225.8,1.067,167,0.69,211.6
225.8,1.067,167,0.69,211.6
225.8,1.067,166.9,0.69,211.6
225.8,1.067,166.9,0.69,211.6
225.8,1.067,166.9,0.69,211.6
225.8,1.067,166.9,0.69,211.6
225.9,1.068,167.1,0.69,211.5
225.9,1.068,167.1,0.69,211.5
225.7,1.065,166.8,0.69,211.9
225.7,1.065,166.8,0.69,211.9
225.7,1.065,166.8,0.69,211.9
225.7,1.065,166.8,0.69,211.9
225.8,1.066,166.9,0.69,211.8
225.8,1.066,166.9,0.69,211.8
225.8,1.066,167,0.69,211.8
225.8,1.066,167,0.69,211.8
225.7,1.066,166.8,0.69,211.7
225.7,1.066,166.8,0.69,211.7
225.8,1.067,166.9,0.69,211.6
225.8,1.067,166.9,0.69,211.6
225.8,1.067,167,0.69,211.6
225.8,1.067,167,0.69,211.6
225.8,1.067,167,0.69,211.6
225.8,1.067,167,0.69,211.6
225.8,1.066,167,0.69,211.8
225.8,1.066,167,0.69,211.8
225.8,1.065,166.9,0.69,212.0
225.8,1.065,166.9,0.69,212.0
225.8,1.065,166.8,0.69,212.0
225.8,1.065,166.8,0.69,212.0
225.7,1.065,166.6,0.69,211.9
225.7,1.065,166.6,0.69,211.9
225.7,1.065,166.7,0.69,211.9
225.7,1.065,166.7,0.69,211.9
225.7,1.065,166.8,0.69,211.9
225.7,1.065,166.8,0.69,211.9
225.7,1.066,167,0.69,211.7
225.7,1.066,167,0.69,211.7
225.8,1.067,167.1,0.69,211.6
225.8,1.067,167.1,0.69,211.6
225.8,1.068,167.1,0.69,211.4
225.8,1.068,167.1,0.69,211.4
225.8,1.068,167.2,0.69,211.4
225.8,1.068,167.2,0.69,211.4
225.9,1.069,167.4,0.69,211.3
225.9,1.069,167.4,0.69,211.3
225.9,1.067,167.3,0.69,211.7
225.9,1.067,167.3,0.69,211.7
225.8,1.066,167.1,0.69,211.8
225.8,1.066,167.1,0.69,211.8
225.8,1.066,167.1,0.69,211.8
225.8,1.066,167.1,0.69,211.8
225.8,1.066,167.1,0.69,211.8
225.9,1.067,167.2,0.69,211.7
225.9,1.067,167.2,0.69,211.7
225.9,1.069,167.5,0.69,211.3
225.9,1.07,167.6,0.69,211.1
225.9,1.07,167.6,0.69,211.1
225.9,1.071,167.7,0.69,210.9
225.9,1.071,167.7,0.69,210.9
225.9,1.071,167.7,0.69,210.9
225.9,1.07,167.5,0.69,211.1
225.9,1.07,167.5,0.69,211.1
225.9,1.07,167.6,0.69,211.1
225.9,1.07,167.6,0.69,211.1
225.9,1.07,167.6,0.69,211.1
225.9,1.07,167.6,0.69,211.1
225.8,1.068,167.2,0.69,211.4
225.8,1.068,167.2,0.69,211.4
225.8,1.068,167.2,0.69,211.4
225.8,1.068,167.2,0.69,211.4
225.9,1.07,167.5,0.69,211.1
225.9,1.07,167.5,0.69,211.1
