voltage,current,power,pf,z
228.5,1.135,208.9,0.81,201.3
228.7,1.138,209.5,0.8,201.0
228.7,1.138,209.5,0.8,201.0
228.7,1.139,209.6,0.8,200.8
228.7,1.139,209.6,0.8,200.8
228.6,1.138,209.6,0.81,200.9
228.6,1.138,209.6,0.81,200.9
228.7,1.138,209.6,0.81,201.0
228.7,1.138,209.6,0.81,201.0
228.7,1.138,209.6,0.81,201.0
228.7,1.138,209.6,0.81,201.0
228.7,1.14,209.8,0.8,200.6
228.7,1.14,209.8,0.8,200.6
228.7,1.138,209.6,0.81,201.0
228.7,1.138,209.6,0.81,201.0
228.7,1.137,209.6,0.81,201.1
228.7,1.137,209.6,0.81,201.1
228.8,1.138,209.9,0.81,201.1
228.8,1.138,209.9,0.81,201.1
228.8,1.138,209.9,0.81,201.1
228.8,1.138,209.9,0.81,201.1
228.8,1.139,210,0.81,200.9
228.8,1.139,210,0.81,200.9
228.9,1.141,210.3,0.81,200.6
228.9,1.141,210.3,0.81,200.6
228.9,1.14,210.4,0.81,200.8
228.9,1.14,210.4,0.81,200.8
228.9,1.139,210.2,0.81,201.0
228.9,1.139,210.2,0.81,201.0
228.8,1.137,209.9,0.81,201.2
228.8,1.137,209.9,0.81,201.2
228.8,1.138,210,0.81,201.1
228.8,1.138,210,0.81,201.1
228.8,1.137,209.8,0.81,201.2
228.8,1.137,209.8,0.81,201.2
228.8,1.137,210,0.81,201.2
228.8,1.137,210,0.81,201.2
228.7,1.136,209.9,0.81,201.3
228.7,1.136,209.9,0.81,201.3
228.8,1.137,210.1,0.81,201.2
228.8,1.137,210.1,0.81,201.2
228.8,1.137,210.1,0.81,201.2
228.8,1.137,210.1,0.81,201.2
228.7,1.137,210,0.81,201.1
228.7,1.137,210,0.81,201.1
228.7,1.136,209.7,0.81,201.3
228.7,1.136,209.7,0.81,201.3
228.6,1.136,209.7,0.81,201.2
228.6,1.136,209.7,0.81,201.2
228.8,1.137,210,0.81,201.2
228.8,1.137,210,0.81,201.2
228.9,1.139,210.3,0.81,201.0
228.9,1.139,210.3,0.81,201.0
229.3,1.145,211.3,0.8,200.3
229.3,1.145,211.3,0.8,200.3
229.3,1.145,211.4,0.81,200.3
229.3,1.145,211.4,0.81,200.3
229.3,1.145,211.5,0.81,200.3
229.3,1.145,211.5,0.81,200.3
229.4,1.145,211.5,0.81,200.3
229.4,1.145,211.5,0.81,200.3
229.4,1.146,211.5,0.8,200.2
229.4,1.146,211.5,0.8,200.2
229.4,1.146,211.6,0.8,200.2
229.4,1.146,211.6,0.8,200.2
229.3,1.144,211.5,0.81,200.4
229.3,1.144,211.5,0.81,200.4
