voltage,current,power,pf,z
227.3,1.147,226.5,0.87,198.2
227.7,1.15,227.2,0.87,198.0
227.7,1.15,227.2,0.87,198.0
227.7,1.151,227.3,0.87,197.8
227.7,1.151,227.3,0.87,197.8
227.7,1.151,227.5,0.87,197.8
227.7,1.151,227.5,0.87,197.8
227.9,1.151,227.6,0.87,198.0
227.9,1.151,227.6,0.87,198.0
227.8,1.151,227.6,0.87,197.9
227.8,1.151,227.6,0.87,197.9
227.8,1.151,227.6,0.87,197.9
227.8,1.151,227.6,0.87,197.9
227.7,1.149,227.2,0.87,198.2
227.7,1.149,227.2,0.87,198.2
227.7,1.149,227.1,0.87,198.2
227.7,1.149,227.1,0.87,198.2
227.6,1.15,227.3,0.87,197.9
227.6,1.15,227.3,0.87,197.9
227.8,1.15,227.4,0.87,198.1
